WAFER_ID,TESTER_RECIPE,TOUCHDOWN,STX_WAFER_X_UM,STX_WAFER_Y_UM,TEST_START_TIME,TE_LABEL,ITH_MA,RS_FIT_OHMS,SLOPE_EFF_MW_MA,PEAK_WAVE_AT35_NM,KINK1_CURRENT_MA
QCHXP,LIVTK-DNS,238174,64424,20668,2025/01/18 08:37:33.000,186A0C,14.076514,5.13914,0.316708,826.485596,63
QCHXX,LIVTK-DNS,73564,38244,-28832,2025/02/22 16:38:54.000,108G2U,14.04476,5.633234,0.256957,827.570129,63
QCHY2,LIVTK-DNS,143548,-63396,-8132,2025/02/20 06:36:10.000,118M6U,14.354525,5.226557,0.332438,828.328064,63
QCHY2,LIVTK-DNS,244337,-57493,22951,2025/02/20 06:36:10.000,175E1K,14.167396,5.187231,0.333088,827.570129,63
QCHY2,LIVTK-DNS,276238,-53899,32134,2025/02/20 06:36:10.000,176N6M,14.032852,5.143875,0.331337,828.328064,63
QCHY2,LIVTK-DNS,320698,-42349,51934,2025/02/20 06:36:10.000,215M2M,14.44381,5.011479,0.34116,827.353394,63
QCHY2,LIVTK-DNS,2655,-41066,-59582,2025/02/20 06:36:10.000,63L0R,14.705889,4.632659,0.345262,828.16571,63
QCHY2,LIVTK-DNS,328671,-39526,55618,2025/02/20 06:36:10.000,215J4R,14.760599,4.91091,0.344334,827.244934,63
QCHY2,LIVTK-DNS,337749,18224,59518,2025/02/20 06:36:10.000,220E6X,14.023774,5.348435,0.336238,827.51593,63
QCHY2,LIVTK-DNS,338419,24897,60451,2025/02/20 06:36:10.000,221J7E,14.406976,5.141085,0.340622,826.648376,63
QCHY2,LIVTK-DNS,324819,35164,54418,2025/02/20 06:36:10.000,222K43,14.429874,5.125569,0.341919,827.299194,63
QCHY2,LIVTK-DNS,9488,37987,-55799,2025/02/20 06:36:10.000,70G2T,14.479128,5.150625,0.340129,828.057434,63
QCHY2,LIVTK-DNS,20060,39527,-51599,2025/02/20 06:36:10.000,70E55,14.333989,5.299741,0.335093,827.895081,63
QCHY2,LIVTK-DNS,270476,57237,31201,2025/02/20 06:36:10.000,186J65,14.758454,5.297659,0.345871,826.648376,63
QCHY2,LIVTK-DNS,197941,63654,8818,2025/02/20 06:36:10.000,167B19,14.53556,4.9603,0.33481,827.407593,63
QCHY8,LIVTK-DNS,276361,-61856,31918,2025/02/18 09:04:15.000,175K6L,14.541604,4.838328,0.312355,828.382202,63
QCHY8,LIVTK-DNS,268427,-59546,30418,2025/02/18 09:04:15.000,175H5R,14.067514,4.834413,0.305625,828.382202,63
QCHY8,LIVTK-DNS,339321,-33109,60184,2025/02/18 09:04:15.000,215A77,14.028524,5.025062,0.314218,828.436218,63
QCHZ7,LIVTK-DNS,67142,-62369,-30866,2025/03/10 10:30:00.000,99K1M,14.345372,4.916209,0.302584,827.136536,63
QCHZ7,LIVTK-DNS,3950,37731,-59066,2025/03/10 10:30:00.000,70G0Y,14.818731,4.853344,0.319595,826.756958,63
QCHZ7,LIVTK-DNS,14784,40041,-53366,2025/03/10 10:30:00.000,70D44,14.179876,5.211109,0.311172,826.973877,63
QCHZ7,LIVTK-DNS,77100,59034,-28232,2025/03/10 10:30:00.000,110H36,14.208515,5.261463,0.31277,826.539856,63
QCHZ7,LIVTK-DNS,242144,60317,22201,2025/03/10 10:30:00.000,186F15,14.073331,5.382406,0.320711,826.865417,63
QCHZ7,LIVTK-DNS,262361,60317,28351,2025/03/10 10:30:00.000,186F4K,14.169164,5.244415,0.319869,826.322754,63
QCI0K,LIVTK-DNS,338085,39784,59518,2025/03/31 02:51:50.000,222E6X,14.29515,5.072134,0.304588,827.19873,63
QCI0K,LIVTK-DNS,9424,42094,-55832,2025/03/31 02:51:50.000,70B2U,14.124251,4.919279,0.310986,827.684448,63
QCI20,LIVTK-DNS,87131,-60829,-25316,2025/03/24 05:38:42.000,99I4P,14.080326,4.732894,0.317576,828.490356,59
QCI20,LIVTK-DNS,320726,-42349,52534,2025/03/24 05:38:42.000,215M2Y,14.224712,4.771953,0.312237,827.949219,63
QCI20,LIVTK-DNS,331574,-33109,57334,2025/03/24 05:38:42.000,215A5M,14.131792,4.785754,0.31342,827.407593,63
QCI20,LIVTK-DNS,327501,35421,55384,2025/03/24 05:38:42.000,222J4J,14.227412,5.049394,0.321621,827.51593,63
QCI20,LIVTK-DNS,230081,62627,17851,2025/03/24 05:38:42.000,167C68,14.083355,5.041924,0.330856,827.082336,63
QCI20,LIVTK-DNS,101289,63654,-21482,2025/03/24 05:38:42.000,110B6X,14.389697,5.055478,0.334482,827.678406,63
QCI20,LIVTK-DNS,242198,63911,21934,2025/03/24 05:38:42.000,186A0Y,14.462057,4.841274,0.334848,827.407593,63
QCI26,LIVTK-DNS,91277,-61343,-23849,2025/05/14 23:03:55.000,99J5K,14.382764,5.182596,0.321483,826.214111,63
QCI26,LIVTK-DNS,326039,-43119,54484,2025/05/14 23:03:55.000,215N41,14.804868,4.883346,0.329838,826.756958,63
QCHVB,LIVTK-DNS,85310,55954,-25532,2025/01/05 02:45:03.000,110L4O,14.070221,5.298546,0.31536,827.51593,63
QCHVB,LIVTK-DNS,77260,59804,-27632,2025/01/05 02:45:03.000,110G3I,14.750604,4.919315,0.315091,828.003296,63
QCHVB,LIVTK-DNS,93210,62627,-23699,2025/01/05 02:45:03.000,110C5N,14.830145,4.933816,0.326144,827.949219,63
QCHVB,LIVTK-DNS,274409,63397,31951,2025/01/05 02:45:03.000,186B6K,14.725638,5.000844,0.318719,827.624268,63
QCHVB,LIVTK-DNS,77189,64167,-28049,2025/01/05 02:45:03.000,110A38,14.954741,4.8802,0.317533,827.570129,63
QCHWC,LIVTK-DNS,65108,63397,-31199,2025/01/20 17:50:41.000,110B1H,14.711933,4.780938,0.311628,825.45343,63
QCHWC,LIVTK-DNS,185834,64424,5068,2025/01/20 17:50:41.000,148A6O,14.735122,4.679479,0.128247,827.786743,58
QCHWV,LIVTK-DNS,8046,-42093,-57299,2025/01/19 22:33:48.000,63M1Z,14.004032,4.949785,0.30935,827.461792,63
QCHWV,LIVTK-DNS,14785,39784,-53882,2025/01/19 22:33:48.000,70E3X,14.087322,5.089988,0.298685,826.973877,63
QCHWV,LIVTK-DNS,278353,60061,32584,2025/01/19 22:33:48.000,186F6V,14.00233,5.244562,0.318978,826.865417,63
QCHX8,LIVTK-DNS,6648,38244,-57632,2025/01/25 05:28:22.000,70G1U,14.123654,5.036047,0.318988,827.407593,63
QCHX8,LIVTK-DNS,234078,60317,19201,2025/01/25 05:28:22.000,167F6Z,14.005691,5.254616,0.318382,826.756958,57
QCHX8,LIVTK-DNS,149619,64424,-5582,2025/01/25 05:28:22.000,148A0R,14.975076,4.887403,0.132152,828.976929,63
QCHXL,LIVTK-DNS,332871,35934,58018,2025/02/17 21:38:21.000,222J63,14.159887,4.964376,0.312261,826.431274,63
QCHXL,LIVTK-DNS,250256,63397,24601,2025/02/17 21:38:21.000,186B2H,14.445456,5.103701,0.321702,825.888245,63
QCHXP,LIVTK-DNS,319311,39271,51484,2025/01/18 08:37:33.000,222E2D,14.009662,4.88381,0.322123,826.973877,63
QCHXP,LIVTK-DNS,335463,42094,59218,2025/01/18 08:37:33.000,222B6R,14.678686,4.799119,0.310662,825.072632,63
QCHXP,LIVTK-DNS,17433,42351,-52616,2025/01/18 08:37:33.000,70A4J,14.285,5.045159,0.321705,826.377075,57
QCHXP,LIVTK-DNS,93377,55697,-23249,2025/01/18 08:37:33.000,110L5W,14.016589,5.131646,0.319901,827.028076,60
QCHXP,LIVTK-DNS,97221,61344,-22682,2025/01/18 08:37:33.000,110E69,14.274504,5.156281,0.326989,826.431274,63
QCHXP,LIVTK-DNS,117484,61344,-15332,2025/01/18 08:37:33.000,129E2U,14.015989,5.122854,0.317488,826.377075,63
QCHVM,LIVTK-DNS,18048,3081,-52166,2025/01/17 17:42:01.000,67J4S,22.149919,5.217532,0.000391,828.382202,27
QCHY8,LIVTK-DNS,119201,-49023,-15749,2025/02/18 09:04:15.000,119H2K,23.721165,5.877062,0.008893,0,63
QCHVM,LIVTK-DNS,328740,-42606,56368,2025/01/17 17:42:01.000,215N56,20.724775,4.216668,0.186792,822.509766,63
QCHXP,LIVTK-DNS,130403,3851,-11816,2025/01/18 08:37:33.000,124I4P,24.764527,5.590676,0.000793,828.868835,34
QCI13,LIVTK-DNS,225334,16684,16768,2025/03/24 17:32:24.000,163G5O,21.177086,3.689057,0.235144,826.973877,32
QCHY2,LIVTK-DNS,328800,-38756,56368,2025/02/20 06:36:10.000,215I56,23.93755,6.521657,0.113322,826.973877,63
QCHXP,LIVTK-DNS,18520,-27206,-52232,2025/01/18 08:37:33.000,64H4U,20.915172,5.191615,0.000184,827.028076,63
QCHXS,LIVTK-DNS,327416,41067,55801,2025/02/11 15:25:23.000,222C4T,20.006241,4.364185,0.260136,827.082336,63
QCHXX,LIVTK-DNS,292568,41067,39901,2025/02/22 16:38:54.000,203C3H,24.716086,6.17301,0.341513,828.219849,54
QCI3X,LIVTK-DNS,65096,64167,-31199,2025/04/16 07:36:06.000,110A1H,20.702217,4.026476,0.261994,825.901306,63
QCHX8,LIVTK-DNS,105614,46714,-19232,2025/01/25 05:28:22.000,128J0O,20.973549,4.073249,0.239677,827.949219,63
QCHVM,LIVTK-DNS,149641,62884,-5882,2025/01/17 17:42:01.000,148C0L,20.036176,10.310906,0.318365,826.268433,63
QCHXP,LIVTK-DNS,105124,50821,-19466,2025/01/18 08:37:33.000,128D0G,21.897685,5.302434,0.000298,827.299194,29
QCI13,LIVTK-DNS,252822,-30543,25501,2025/03/24 17:32:24.000,178L2Z,20.011957,3.819306,0.235646,827.299194,63
QCI28,LIVTK-DNS,145514,60061,-7766,2025/03/20 12:24:50.000,129F6Y,10.991405,5.150346,0.145524,830.96637,63
QCHUZ,LIVTK-DNS,149616,64424,-6032,2024/12/13 15:38:00.000,148A0I,16.16736,4.756284,0.134665,829.678955,60
QCHXS,LIVTK-DNS,340042,9497,-6749,2025/02/11 15:25:23.000,143B02,16.879689,5.598357,0.190266,825.942566,63
QCI13,LIVTK-DNS,339728,-12319,20251,2025/03/24 17:32:24.000,179B01,16.072545,5.416309,0.193471,824.52832,63
QCHXS,LIVTK-DNS,340223,41837,-20099,2025/02/11 15:25:23.000,127B05,16.764455,5.267451,0.194299,825.23584,63
QCHXX,LIVTK-DNS,340184,9241,-20249,2025/02/22 16:38:54.000,124B01,16.508294,5.868515,0.192801,826.377075,63
QCHZ7,LIVTK-DNS,340425,-12319,-47066,2025/03/10 10:30:00.000,84B04,16.443931,5.202913,0.184407,824.800537,63
QCHY2,LIVTK-DNS,222048,64424,15868,2025/02/20 06:36:10.000,167A56,16.235743,4.887874,0.146434,828.219849,63
QCHZ7,LIVTK-DNS,340318,-1283,-33749,2025/03/10 10:30:00.000,104B02,16.382619,5.672357,0.192884,824.963867,63
QCI26,LIVTK-DNS,339458,-41836,60268,2025/05/14 23:03:55.000,215M7C,16.179163,5.708853,0.31739,826.702637,63
QCI26,LIVTK-DNS,339599,-22843,33901,2025/05/14 23:03:55.000,197B05,16.996772,5.158718,0.189491,823.874451,63
QCHXX,LIVTK-DNS,340295,-22843,-33599,2025/02/22 16:38:54.000,102B05,16.343167,5.528891,0.187778,826.485596,63
QCI3F,LIVTK-DNS,340259,-55183,-33599,2025/04/13 23:25:16.000,99B05,16.575219,5.04424,0.174534,822.699829,63
QCI28,LIVTK-DNS,340196,20021,-20249,2025/03/20 12:24:50.000,125B01,16.420485,5.442678,0.193497,824.438354,63
QCHWC,LIVTK-DNS,339704,-33879,20251,2025/01/20 17:50:41.000,177B01,16.69071,5.428954,0.182181,824.746155,63
QCHXX,LIVTK-DNS,339730,-12063,20251,2025/02/22 16:38:54.000,179B02,16.483966,5.813587,0.193025,826.594116,63
QCI13,LIVTK-DNS,340353,30801,-33566,2025/03/24 17:32:24.000,107B04,16.455533,5.10436,0.19535,824.419312,63
QCHXP,LIVTK-DNS,24048,-36959,-49766,2025/01/18 08:37:33.000,63F64,16.164084,5.13451,0.000235,827.082336,21
QCHVB,LIVTK-DNS,340403,-33623,-47099,2025/01/05 02:45:03.000,82B05,18.652728,5.223054,0.178453,825.344604,63
QCI0K,LIVTK-DNS,208346,-43119,12034,2025/03/31 02:51:50.000,158N2Y,18.769456,4.132909,0.254696,827.792297,63
QCI13,LIVTK-DNS,5381,-42863,-58049,2025/03/24 17:32:24.000,63N1K,18.148382,4.528859,0.219009,823.928955,63
QCHXS,LIVTK-DNS,61242,52617,-32699,2025/02/11 15:25:23.000,109B0N,18.423236,4.292046,0.261359,827.299194,63
QCHVB,LIVTK-DNS,96220,-3079,-22166,2025/01/05 02:45:03.000,104D6G,9.549637,6.112693,-0.000891,829.625,15
QCI0K,LIVTK-DNS,119796,-42606,-14732,2025/03/31 02:51:50.000,120N36,4.943178,9.580418,0.000805,0,11
QCHVB,LIVTK-DNS,14383,19507,-54149,2025/01/05 02:45:03.000,68C3Q,8.687948,6.198431,0.000258,828.760742,15
QCHVM,LIVTK-DNS,257563,17967,26851,2025/01/17 17:42:01.000,182E3Q,5.988267,7.554553,0.000415,829.409058,16
QCHUU,LIVTK-DNS,300784,28234,43468,2024/12/14 15:27:24.000,202F5I,9.412243,6.177015,-0.000118,829.409058,15
QCHUU,LIVTK-DNS,197412,31314,8668,2024/12/14 15:27:24.000,164B16,9.694727,6.041209,0.000638,829.840942,16
QCHVM,LIVTK-DNS,293900,-42093,40501,2025/01/17 17:42:01.000,196M3T,9.050789,5.972641,0.001011,828.598511,16
QCHVB,LIVTK-DNS,52572,26951,-36266,2025/01/05 02:45:03.000,88G64,6.299026,8.009751,0.000804,829.139038,14
QCHWV,LIVTK-DNS,335652,30031,59434,2025/01/19 22:33:48.000,221C6S,5.839418,8.087243,0.000571,827.028076,12
QCHVB,LIVTK-DNS,237368,12577,21001,2025/01/05 02:45:03.000,182L0H,7.333826,7.399524,0.000771,829.732971,16
QCHXS,LIVTK-DNS,60978,59547,-33299,2025/02/11 15:25:23.000,110G0B,4.033829,10.391813,0.000635,0,17
QCHUZ,LIVTK-DNS,216815,-12576,14518,2024/12/13 15:38:00.000,160C4F,9.683433,8.888212,0.001677,0,60
QCI3F,LIVTK-DNS,323037,-20019,52984,2025/04/13 23:25:16.000,217L37,8.392846,4.135475,0.00051,0,23
QCHUU,LIVTK-DNS,327032,20277,55201,2024/12/14 15:27:24.000,220B4H,7.632482,6.735309,0.000196,829.030945,14
QCHWC,LIVTK-DNS,315303,-41066,49618,2025/01/20 17:50:41.000,215L1F,5.915699,12.492737,0.0006,826.919617,20
QCHVM,LIVTK-DNS,220500,-34906,15868,2025/01/17 17:42:01.000,158D56,9.854786,5.674878,0.000658,829.463074,17
QCHXP,LIVTK-DNS,117987,29004,-15482,2025/01/18 08:37:33.000,126E2R,6.77812,7.306988,0.001042,828.16571,13
QCI3F,LIVTK-DNS,109303,60317,-18449,2025/04/13 23:25:16.000,129F12,7.969057,6.110765,-0.000048,0,17
QCHVM,LIVTK-DNS,228432,-43376,18268,2025/01/17 17:42:01.000,157A6I,7.572319,6.453546,0.00028,828.814758,15
QCHUU,LIVTK-DNS,206980,1284,11668,2024/12/14 15:27:24.000,162M2U,6.014447,8.998601,0.000912,0,14
QCHXP,LIVTK-DNS,281204,5647,34501,2025/01/18 08:37:33.000,200G0H,4.864259,8.633451,0.001162,828.382202,14
QCHVB,LIVTK-DNS,268832,-33623,30601,2025/01/05 02:45:03.000,177B5T,9.393102,6.406725,0.000324,829.085022,15
QCHVB,LIVTK-DNS,293044,10524,39868,2025/01/05 02:45:03.000,200A3I,9.600416,6.019657,0.000067,829.193054,15
QCHWC,LIVTK-DNS,165272,34137,-1199,2025/01/20 17:50:41.000,146L35,5.262613,8.912979,0.000413,828.652588,10
QCHUU,LIVTK-DNS,23,-41836,-60182,2024/12/14 15:27:24.000,63M0F,6.034586,25.499544,-0.000161,0,15
QCHUZ,LIVTK-DNS,226576,32854,17668,2024/12/13 15:38:00.000,165N66,3.81546,9.696079,0.000535,829.570984,10
QCHVM,LIVTK-DNS,80658,32084,-27032,2025/01/17 17:42:01.000,107A3U,7.422601,7.020304,-0.000136,829.51709,12
QCHVM,LIVTK-DNS,310095,-34649,47884,2025/01/17 17:42:01.000,215C0D,6.037431,7.621144,0.001113,828.219849,15
QCHXS,LIVTK-DNS,338052,37474,59968,2025/02/11 15:25:23.000,222H76,7.542722,7.774431,0.000433,0,13
QCHVM,LIVTK-DNS,160052,-42093,-2399,2025/01/17 17:42:01.000,139M2H,5.560723,7.662024,0.000922,829.570984,11
QCHUU,LIVTK-DNS,55532,9497,-35099,2024/12/14 15:27:24.000,86B6T,8.760356,6.528074,0.00031,829.948853,14
QCHXS,LIVTK-DNS,265126,-12576,29068,2025/02/11 15:25:23.000,179C50,9.483881,12.450374,0.000726,0,18
QCHWC,LIVTK-DNS,288516,-42606,38068,2025/01/20 17:50:41.000,196N2I,8.209939,6.626925,0.000687,828.328064,13
QCHVM,LIVTK-DNS,27988,30801,-47966,2025/01/17 17:42:01.000,69B74,8.126853,6.481829,0.000795,828.436218,13
QCHUZ,LIVTK-DNS,129461,64167,-12149,2024/12/13 15:38:00.000,129A4K,5.316537,11.991553,0.000684,0,12
QCHUZ,LIVTK-DNS,134064,27721,-10466,2024/12/13 15:38:00.000,126F5G,7.871002,7.0352,0.000518,829.139038,16
QCHXP,LIVTK-DNS,258236,62627,27001,2025/01/18 08:37:33.000,186C3T,7.24658,7.648154,0.000415,826.539856,15
QCHXP,LIVTK-DNS,231024,6161,18934,2025/01/18 08:37:33.000,162F6S,3.977351,9.578809,0.00068,828.760742,12
QCHVM,LIVTK-DNS,214996,-256,14068,2025/01/17 17:42:01.000,161A46,4.658741,8.489278,0.00072,829.786926,12
QCI20,LIVTK-DNS,225685,39271,16684,2025/03/24 05:38:42.000,165E5J,6.621867,6.011431,0.000798,0,20
QCHXP,LIVTK-DNS,293176,2054,39868,2025/01/18 08:37:33.000,200L3I,9.520491,5.758631,-0.000027,828.544434,16
QCHVB,LIVTK-DNS,103031,-46199,-20516,2025/01/05 02:45:03.000,100D7D,8.694996,6.397131,0.00106,829.193054,14
QCHVB,LIVTK-DNS,246092,54927,23401,2025/01/05 02:45:03.000,186M1T,9.207039,6.504041,0.001142,828.382202,17
QCHUU,LIVTK-DNS,168356,-25153,1,2024/12/14 15:27:24.000,140E3T,8.737825,6.502831,0.000132,829.840942,15
QCHWC,LIVTK-DNS,99096,-52359,-21566,2025/01/20 17:50:41.000,100L6S,6.515847,7.336522,0.001086,828.328064,13
QCHVM,LIVTK-DNS,322779,-3336,53218,2025/01/17 17:42:01.000,218E3F,6.997827,6.803501,0.000749,828.652588,16
QCHY2,LIVTK-DNS,319994,2824,51868,2025/02/20 06:36:10.000,219K2O,9.082029,8.683862,0.00079,0,14
QCHXP,LIVTK-DNS,176907,9241,2284,2025/01/18 08:37:33.000,143B51,8.827924,6.434753,-0.000158,828.273987,16
QCHXS,LIVTK-DNS,332788,41324,58168,2025/02/11 15:25:23.000,222C66,9.303828,9.981281,0.000991,0,17
QCI13,LIVTK-DNS,10060,1284,-55832,2025/03/24 17:32:24.000,67M2U,9.098346,7.696438,0.000753,0,16
QCHVB,LIVTK-DNS,150604,1284,-5432,2025/01/05 02:45:03.000,143M0U,9.86744,6.289238,0.000811,829.625,18
QCHUU,LIVTK-DNS,245656,26951,23434,2024/12/14 15:27:24.000,183G1S,8.482935,6.707451,-0.000345,829.625,14
QCHVM,LIVTK-DNS,161196,31314,-2432,2025/01/17 17:42:01.000,145B2I,9.110204,6.147213,0.000593,829.570984,14
QCHXP,LIVTK-DNS,157091,26694,-3782,2025/01/18 08:37:33.000,145H1R,8.320966,6.721291,0.001375,828.16571,13
QCI20,LIVTK-DNS,291903,2311,39184,2025/03/24 05:38:42.000,200K31,7.112609,3.842962,0.00037,0,12
QCI3F,LIVTK-DNS,323359,-40553,53251,2025/04/13 23:25:16.000,215K3E,9.089761,3.791074,0.000425,0,21
QCHXP,LIVTK-DNS,328591,-34393,55651,2025/01/18 08:37:33.000,215C4Q,7.749167,7.055551,0.000749,827.244934,13
QCHWC,LIVTK-DNS,145384,51591,-7466,2025/01/20 17:50:41.000,128C74,8.146284,7.043097,-0.000229,828.003296,15
QCHVB,LIVTK-DNS,103032,-46199,-20366,2025/01/05 02:45:03.000,100D7G,5.310057,8.962984,0.000567,829.139038,11
QCHWC,LIVTK-DNS,92268,2054,-23432,2025/01/20 17:50:41.000,105L5U,4.608315,9.127907,0.000864,829.085022,10
QCI3Z,LIVTK-DNS,157650,62627,-3899,2025/04/26 12:37:51.000,148C1N,49.353869,3.50605,0.222561,0,63
QCHYD,LIVTK-DNS,41570,40041,-41966,2025/02/25 23:03:52.000,89D2Y,54.382169,4.724964,-0.00001,0,63
QCHYD,LIVTK-DNS,41663,40041,-41216,2025/02/25 23:03:52.000,89D3D,46.016005,1.219249,0.192483,0,51
QCI23,LIVTK-DNS,14504,27721,-54266,2025/03/30 12:15:14.000,69F3M,50.713631,3.165978,-0.000271,0,57
QCHVG,LIVTK-DNS,287161,42864,37018,2024/12/23 08:32:37.000,203A1X,45.580642,51.990382,1.236333,828.219849,51
QCHYD,LIVTK-DNS,38929,42864,-42782,2025/02/25 23:03:52.000,89A2L,48.140694,8.202084,0.000631,0,63
QCHV9,LIVTK-DNS,72156,514,-29432,2025/01/07 04:24:02.000,105N2I,42.491781,5.680274,-0.000082,829.409058,47
QCHWW,LIVTK-DNS,14769,40811,-53816,2025/01/28 02:02:38.000,70C3V,15.031974,5.110249,0.32868,826.377075,63
QCHXE,LIVTK-DNS,63,-39269,-60116,2025/01/30 17:40:44.000,63I0D,15.084694,4.673043,0.295177,827.190674,63
QCHYH,LIVTK-DNS,169705,64424,118,2025/03/03 02:38:59.000,148A3X,15.359125,5.268974,0.132254,828.598511,63
QCHYK,LIVTK-DNS,268319,-63139,29884,2025/02/20 18:25:06.000,175L5D,15.287071,4.898834,0.345528,827.895081,63
QCHYK,LIVTK-DNS,63128,-61343,-31799,2025/02/20 18:25:06.000,99J15,15.017121,5.291085,0.333643,827.840881,63
QCHYK,LIVTK-DNS,2674,-42349,-59666,2025/02/20 18:25:06.000,63M0M,15.492487,5.203526,0.334523,828.219849,63
QCI23,LIVTK-DNS,3950,37731,-59066,2025/03/30 12:15:14.000,70G0Y,15.15153,4.696168,0.31556,827.684448,63
QCHV9,LIVTK-DNS,185832,64424,4768,2025/01/07 04:24:02.000,148A6I,15.493001,4.728882,0.133232,829.51709,63
QCHYD,LIVTK-DNS,6725,42607,-57449,2025/02/25 23:03:52.000,70A1W,15.394018,4.899075,0.308299,827.252686,63
QCHYH,LIVTK-DNS,161711,64424,-2582,2025/03/03 02:38:59.000,148A2F,15.248828,5.032331,0.133482,827.895081,63
QCHYK,LIVTK-DNS,248260,-64679,24634,2025/02/20 18:25:06.000,175N2G,15.012118,5.270181,0.344318,827.949219,63
QCHYK,LIVTK-DNS,104,-36703,-59999,2025/02/20 18:25:06.000,63F0H,15.094802,5.216197,0.330264,828.057434,63
QCHZX,LIVTK-DNS,4027,42607,-58949,2025/03/10 01:34:25.000,70A12,15.152792,4.840966,0.299347,827.900208,63
QCI23,LIVTK-DNS,274358,62371,31534,2025/03/30 12:15:14.000,186C6A,15.08369,4.935184,0.322961,827.19873,63
QCI3V,LIVTK-DNS,248231,-63139,23884,2025/04/14 12:47:20.000,175L21,15.366993,4.652371,0.316795,827.252686,63
QCI3V,LIVTK-DNS,16106,-41579,-53066,2025/04/14 12:47:20.000,63L4A,15.110683,4.728143,0.309892,826.496277,63
QCI3V,LIVTK-DNS,266379,61344,29818,2025/04/14 12:47:20.000,186E5F,15.741269,4.783325,0.325303,826.009521,63
QCI3Z,LIVTK-DNS,147498,-58263,-7199,2025/04/26 12:37:51.000,118F7B,30.271093,-0.072885,-0.000419,0,35
QCI03,LIVTK-DNS,157693,63654,-3482,2025/03/15 00:36:24.000,148B1X,32.648032,2.615569,0.000477,0,63
QCHZX,LIVTK-DNS,39556,2824,-42332,2025/03/10 01:34:25.000,86K2U,31.425789,3.923644,0.000915,0,36
QCI3Z,LIVTK-DNS,336776,-42093,59401,2025/04/26 12:37:51.000,215M6T,37.38192,4.1341,0.14261,0,42
QCHZX,LIVTK-DNS,1327,41837,-60149,2025/03/10 01:34:25.000,70B0E,37.168042,20.811816,0.443658,826.982666,42
QCHUY,LIVTK-DNS,151735,-58263,-4949,2024/12/20 05:23:09.000,137F12,35.873582,5.342926,0.000018,829.570984,44
QCI44,LIVTK-DNS,25505,41837,-49049,2025/04/17 14:56:54.000,70B6K,33.953164,1.201965,0.001027,0,63
QCI44,LIVTK-DNS,17433,42351,-52616,2025/04/17 14:56:54.000,70A4J,35.199891,14.508281,0.4414,825.290222,63
QCI3Z,LIVTK-DNS,157642,62114,-3932,2025/04/26 12:37:51.000,148D1O,30.584044,2.653562,-0.001418,0,63
QCHV9,LIVTK-DNS,157669,63911,-4016,2025/01/07 04:24:02.000,148A1J,30.7948,4.972438,0.262855,0,63
QCHV7,LIVTK-DNS,55836,-10009,-35066,2025/01/08 05:37:31.000,85M6S,35.641462,5.578341,-0.000589,829.085022,41
QCHV9,LIVTK-DNS,141824,47227,-8099,2025/01/07 04:24:02.000,128I6T,35.315868,5.735304,0.000184,828.976929,63
QCI23,LIVTK-DNS,59221,-53129,-33416,2025/03/30 12:15:14.000,100M07,36.199976,14.476244,0.605173,827.360657,42
QCHXE,LIVTK-DNS,327169,29261,54784,2025/01/30 17:40:44.000,221D47,32.093068,1.534941,0.000282,0,37
QCHV7,LIVTK-DNS,289184,257,38101,2025/01/08 05:37:31.000,200N2H,39.411096,5.569013,0.00004,828.436218,44
QCI23,LIVTK-DNS,9281,34907,-56849,2025/03/30 12:15:14.000,70K28,32.17906,3.583906,0.179992,826.982666,41
QCI3V,LIVTK-DNS,284500,41324,36268,2025/04/14 12:47:20.000,203C1I,33.215057,4.773585,0.152915,0,63
QCI44,LIVTK-DNS,6767,40041,-57116,2025/04/17 14:56:54.000,70D21,32.578074,4.938504,0.100627,0,39
QCHYH,LIVTK-DNS,194515,24897,7951,2025/03/03 02:38:59.000,164J0Q,30.87378,-0.347501,0.067858,827.51593,63
QCI3Z,LIVTK-DNS,141528,62884,-8732,2025/04/26 12:37:51.000,129C6I,30.651487,3.180159,0.210321,0,63
QCI3Z,LIVTK-DNS,153663,63654,-4382,2025/04/26 12:37:51.000,148B1F,33.748891,4.410935,-0.000193,0,63
QCHUY,LIVTK-DNS,224753,-20533,16651,2024/12/20 05:23:09.000,160M5K,10.941535,5.865604,0.284707,829.030945,60
QCHUY,LIVTK-DNS,126746,-20276,-13232,2024/12/20 05:23:09.000,122M40,10.905936,5.740357,0.289724,829.625,60
QCHUY,LIVTK-DNS,100021,-17709,-21416,2024/12/20 05:23:09.000,103I6V,10.981491,5.791881,0.287157,829.678955,60
QCHUY,LIVTK-DNS,146821,-14886,-7382,2024/12/20 05:23:09.000,122F79,10.944611,5.905632,0.291636,829.894897,60
QCHUY,LIVTK-DNS,215213,-14373,13651,2024/12/20 05:23:09.000,160E3W,10.953667,5.9277,0.276466,829.894897,60
QCHUY,LIVTK-DNS,79984,-12576,-27332,2024/12/20 05:23:09.000,103C3O,10.970466,5.698125,0.290234,829.085022,60
QCHUY,LIVTK-DNS,267505,-11036,29518,2024/12/20 05:23:09.000,179A59,10.959313,5.91305,0.28328,829.678955,60
QCHUY,LIVTK-DNS,267422,-5646,29668,2024/12/20 05:23:09.000,180H5C,10.894976,5.700957,0.28341,829.570984,60
QCHUY,LIVTK-DNS,190926,-3593,6301,2024/12/20 05:23:09.000,142E7B,10.954532,5.832309,0.291091,829.625,60
